Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH001296,PET001296,CL000083,2025-09-30,107.85,Cancelled,Retentions,RET003,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001297,PET001297,CL000129,2025-09-30,88.95,Void,Customer Service,CS001,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,Yes,No Action
DH001298,PET001298,CL000151,2025-09-30,7.9,Cancelled,Customer Service,CS001,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001299,PET001299,CL000187,2025-09-30,49.16,Cancelled,Retentions,RET001,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001300,PET001300,CL000155,2025-09-30,1.67,Cancelled,Retentions,RET018,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001301,PET001301,CL000194,2025-09-30,138.95,Cancelled,Retentions,RET007,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001302,PET001302,CL000010,2025-09-30,92.87,Void,Retentions,RET024,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001303,PET001303,CL000127,2025-09-30,185.74,Cancelled,Customer Service,CS017,DH001,Death of Pet,Waiting for Information,Yes,Actioned
DH001304,PET001304,CL000050,2025-09-30,52.78,Void,Retentions,RET013,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH001305,PET001305,CL000019,2025-09-30,39.81,Void,Retentions,RET029,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH001306,PET001306,CL000125,2025-09-30,74.27,Void,Customer Service,CS005,DH001,Cancellation from Renewal (Void),Waiting for Information,Yes,No Action
DH001307,PET001307,CL000030,2025-09-30,45.86,Cancelled,Customer Service,CS007,DH002,Death of Pet,Agent Forgot,No,Actioned
DH001308,PET001308,CL000035,2025-09-30,18.49,Cancelled,Customer Service,CS004,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH001309,PET001309,CL000130,2025-09-30,32.58,Void,Claims,CLM005,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001310,PET001310,CL000043,2025-09-30,33.92,Void,Complaints,CMP004,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001311,PET001311,CL000195,2025-09-30,86.49,Void,Complaints,CMP004,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH001312,PET001312,CL000099,2025-09-30,78.44,Cancelled,Retentions,RET025,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH001313,PET001313,CL000049,2025-09-30,8.47,Cancelled,Retentions,RET025,DH001,Cancellation Before Premium Due,Agent Forgot,No,No Action
DH001314,PET001314,CL000015,2025-09-30,37.99,Cancelled,Customer Service,CS013,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001315,PET001315,CL000056,2025-09-30,47.72,Cancelled,Customer Service,CS008,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH001316,PET001316,CL000134,2025-09-30,9.02,Void,Claims,CLM005,DH001,Cancellation from Renewal (Void),Refund Mailbox Delay,No,Actioned
DH001317,PET001317,CL000037,2025-09-30,213.26,Cancelled,Claims,CLM003,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001318,PET001318,CL000069,2025-09-30,5.73,Void,Retentions,RET021,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,No Action
DH001319,PET001319,CL000026,2025-09-30,84.29,Void,Customer Service,CS019,DH002,Cancellation from Renewal (Void),Waiting for Information,Yes,Actioned
DH001320,PET001320,CL000069,2025-09-30,15.97,Cancelled,Customer Service,CS017,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,Yes,No Action
DH001321,PET001321,CL000123,2025-09-30,50.06,Void,Customer Service,CS020,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001322,PET001322,CL000196,2025-09-30,18.09,Void,Customer Service,CS001,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH001323,PET001323,CL000021,2025-09-30,34.27,Cancelled,Retentions,RET015,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH001324,PET001324,CL000114,2025-09-30,81.35,Void,Customer Service,CS009,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001325,PET001325,CL000015,2025-09-30,72.46,Cancelled,Claims,CLM003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001326,PET001326,CL000122,2025-09-30,284.62,Cancelled,Customer Service,CS020,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001327,PET001327,CL000137,2025-09-30,48.81,Void,Retentions,RET005,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001328,PET001328,CL000120,2025-09-30,13.18,Cancelled,Claims,CLM003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001329,PET001329,CL000132,2025-09-30,163.56,Cancelled,Complaints,CMP004,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001330,PET001330,CL000152,2025-09-30,9.63,Cancelled,Retentions,RET005,DH002,Death of Pet,Waiting for Information,No,Actioned
DH001331,PET001331,CL000014,2025-09-30,18.2,Void,Customer Service,CS004,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001332,PET001332,CL000048,2025-09-30,8.42,Cancelled,Claims,CLM010,DH001,Death of Pet,Agent Forgot,No,Actioned
DH001333,PET001333,CL000140,2025-09-30,43.19,Cancelled,Customer Service,CS015,DH001,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
