Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH001602,PET001602,CL000112,2025-11-30,36.74,Cancelled,Customer Service,CS006,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,Yes,Actioned
DH001603,PET001603,CL000086,2025-11-30,81.18,Cancelled,Retentions,RET007,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH001604,PET001604,CL000012,2025-11-30,31.38,Void,Customer Service,CS006,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH001605,PET001605,CL000045,2025-11-30,68.61,Void,Claims,CLM006,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Raised
DH001606,PET001606,CL000077,2025-11-30,55.21,Void,Customer Service,CS009,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001607,PET001607,CL000011,2025-11-30,58.89,Cancelled,Claims,CLM008,DH002,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH001608,PET001608,CL000199,2025-11-30,69.39,Cancelled,Retentions,RET010,DH001,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
DH001609,PET001609,CL000029,2025-11-30,85.75,Cancelled,Retentions,RET006,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001610,PET001610,CL000029,2025-11-30,29.43,Void,Customer Service,CS023,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001611,PET001611,CL000157,2025-11-30,34.52,Cancelled,Customer Service,CS021,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH001612,PET001612,CL000111,2025-11-30,10.85,Void,Retentions,RET001,DH001,Death of Pet,Agent Forgot,No,Actioned
DH001613,PET001613,CL000102,2025-11-30,13.86,Void,Claims,CLM005,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH001614,PET001614,CL000091,2025-11-30,16.48,Cancelled,Retentions,RET025,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH001615,PET001615,CL000112,2025-11-30,271.56,Cancelled,Claims,CLM009,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
DH001616,PET001616,CL000105,2025-11-30,116.67,Cancelled,Customer Service,CS018,DH002,Death of Pet,Payment Date Misunderstood,No,No Action
DH001617,PET001617,CL000028,2025-11-30,1.21,Cancelled,Retentions,RET029,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH001618,PET001618,CL000188,2025-11-30,169.87,Void,Customer Service,CS003,DH002,Death of Pet,Agent Forgot,No,Actioned
