Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH000001,PET000001,CL000029,2025-01-31,3.11,Cancelled,Customer Service,CS018,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,Yes,Actioned
DH000002,PET000002,CL000155,2025-01-31,2.39,Cancelled,Customer Service,CS008,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
DH000003,PET000003,CL000179,2025-01-31,21.12,Cancelled,Retentions,RET013,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH000004,PET000004,CL000032,2025-01-31,175.71,Cancelled,Claims,CLM010,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,Actioned
DH000005,PET000005,CL000075,2025-01-31,271.06,Cancelled,Retentions,RET015,DH002,Death of Pet,Agent Forgot,No,Actioned
DH000006,PET000006,CL000019,2025-01-31,58.57,Void,Retentions,RET013,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH000007,PET000007,CL000197,2025-01-31,61.46,Cancelled,Retentions,RET007,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH000008,PET000008,CL000036,2025-01-31,32.46,Void,Claims,CLM007,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH000009,PET000009,CL000029,2025-01-31,16.41,Cancelled,Customer Service,CS013,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000010,PET000010,CL000003,2025-01-31,55.74,Cancelled,Customer Service,CS025,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000011,PET000011,CL000068,2025-01-31,252.39,Void,Customer Service,CS021,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000012,PET000012,CL000001,2025-01-31,29.55,Void,Complaints,CMP003,DH001,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH000013,PET000013,CL000018,2025-01-31,206.55,Cancelled,Complaints,CMP002,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH000014,PET000014,CL000177,2025-01-31,22.48,Cancelled,Customer Service,CS015,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000015,PET000015,CL000057,2025-01-31,7.22,Cancelled,Retentions,RET011,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000016,PET000016,CL000147,2025-01-31,19.73,Cancelled,Retentions,RET022,DH002,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH000017,PET000017,CL000166,2025-01-31,4.32,Cancelled,Retentions,RET007,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000018,PET000018,CL000141,2025-01-31,6.7,Cancelled,Retentions,RET025,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000019,PET000019,CL000098,2025-01-31,4.21,Cancelled,Customer Service,CS010,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH000020,PET000020,CL000125,2025-01-31,21.88,Cancelled,Customer Service,CS018,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000021,PET000021,CL000136,2025-01-31,48.43,Void,Customer Service,CS022,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000022,PET000022,CL000021,2025-01-31,33.35,Cancelled,Retentions,RET023,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH000023,PET000023,CL000193,2025-01-31,101.87,Cancelled,Customer Service,CS004,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
