Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH001457,PET001457,CL000041,2025-10-31,213.32,Cancelled,Customer Service,CS017,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH001458,PET001458,CL000012,2025-10-31,50.75,Cancelled,Retentions,RET023,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH001459,PET001459,CL000153,2025-10-31,77.91,Cancelled,Customer Service,CS013,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001460,PET001460,CL000074,2025-10-31,7.38,Cancelled,Retentions,RET011,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001461,PET001461,CL000124,2025-10-31,41.32,Cancelled,Customer Service,CS005,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH001462,PET001462,CL000026,2025-10-31,2.39,Void,Retentions,RET027,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH001463,PET001463,CL000085,2025-10-31,217.67,Void,Retentions,RET023,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH001464,PET001464,CL000004,2025-10-31,178.6,Void,Customer Service,CS023,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH001465,PET001465,CL000103,2025-10-31,96.12,Cancelled,Customer Service,CS016,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001466,PET001466,CL000141,2025-10-31,32.16,Cancelled,Customer Service,CS013,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001467,PET001467,CL000143,2025-10-31,35.41,Cancelled,Customer Service,CS021,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,Yes,No Action
DH001468,PET001468,CL000110,2025-10-31,28.15,Void,Retentions,RET023,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001469,PET001469,CL000092,2025-10-31,48.54,Cancelled,Claims,CLM007,DH001,Death of Pet,Waiting for Information,No,No Action
DH001470,PET001470,CL000147,2025-10-31,15.58,Cancelled,Retentions,RET011,DH001,Death of Pet,Agent Forgot,No,Actioned
DH001471,PET001471,CL000076,2025-10-31,17.4,Cancelled,Claims,CLM009,DH001,Death of Pet,Agent Forgot,No,Actioned
DH001472,PET001472,CL000046,2025-10-31,34.13,Cancelled,Retentions,RET002,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH001473,PET001473,CL000142,2025-10-31,21.75,Cancelled,Retentions,RET025,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001474,PET001474,CL000001,2025-10-31,50.91,Void,Retentions,RET013,DH001,Cancellation from Renewal (Void),Waiting for Information,No,No Action
DH001475,PET001475,CL000118,2025-10-31,43.09,Void,Complaints,CMP005,DH001,Cancellation from Renewal (Void),Agent Forgot,No,No Action
DH001476,PET001476,CL000072,2025-10-31,1.35,Cancelled,Claims,CLM003,DH001,Cancellation Before Premium Due,Waiting for Information,Yes,Actioned
DH001477,PET001477,CL000108,2025-10-31,9.45,Void,Customer Service,CS001,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH001478,PET001478,CL000016,2025-10-31,5.96,Void,Customer Service,CS015,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH001479,PET001479,CL000192,2025-10-31,87.2,Cancelled,Claims,CLM001,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001480,PET001480,CL000004,2025-10-31,5.1,Cancelled,Claims,CLM002,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH001481,PET001481,CL000037,2025-10-31,76.1,Cancelled,Retentions,RET028,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001482,PET001482,CL000188,2025-10-31,6.43,Void,Claims,CLM008,DH001,Cancellation from Renewal (Void),Waiting for Information,Yes,No Action
DH001483,PET001483,CL000186,2025-10-31,51.79,Cancelled,Customer Service,CS022,DH002,Death of Pet,Payment Date Misunderstood,No,No Action
