Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH001911,PET001911,CL000004,2026-01-31,29.94,Void,Retentions,RET009,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001912,PET001912,CL000036,2026-01-31,71.62,Void,Retentions,RET021,DH001,Cancellation from Renewal (Void),Refund Mailbox Delay,No,Actioned
DH001913,PET001913,CL000196,2026-01-31,5.45,Void,Claims,CLM008,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH001914,PET001914,CL000113,2026-01-31,73.56,Void,Customer Service,CS004,DH002,Death of Pet,Waiting for Information,No,Actioned
DH001915,PET001915,CL000185,2026-01-31,10.16,Cancelled,Claims,CLM006,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,Actioned
DH001916,PET001916,CL000041,2026-01-31,40.66,Cancelled,Retentions,RET021,DH002,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH001917,PET001917,CL000118,2026-01-31,29.23,Cancelled,Retentions,RET028,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001918,PET001918,CL000165,2026-01-31,117.3,Cancelled,Claims,CLM002,DH002,Death of Pet,Waiting for Information,No,Actioned
DH001919,PET001919,CL000088,2026-01-31,26.58,Void,Complaints,CMP002,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001920,PET001920,CL000129,2026-01-31,105.4,Void,Customer Service,CS019,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001921,PET001921,CL000183,2026-01-31,35.51,Cancelled,Retentions,RET015,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
DH001922,PET001922,CL000108,2026-01-31,22.56,Void,Retentions,RET027,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH001923,PET001923,CL000150,2026-01-31,5.19,Void,Retentions,RET020,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001924,PET001924,CL000106,2026-01-31,10.92,Cancelled,Customer Service,CS003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001925,PET001925,CL000171,2026-01-31,81.61,Cancelled,Claims,CLM009,DH001,Death of Pet,Waiting for Information,No,Actioned
DH001926,PET001926,CL000168,2026-01-31,54.92,Cancelled,Claims,CLM001,DH002,Death of Pet,Waiting for Information,No,Actioned
