Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH002414,PET002414,CL000061,2026-04-30,14.66,Cancelled,Retentions,RET024,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002415,PET002415,CL000045,2026-04-30,67.24,Cancelled,Customer Service,CS016,DH002,Cancellation Before Premium Due,Agent Forgot,No,No Action
DH002416,PET002416,CL000051,2026-04-30,67.96,Cancelled,Customer Service,CS003,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002417,PET002417,CL000056,2026-04-30,292.64,Cancelled,Customer Service,CS005,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002418,PET002418,CL000143,2026-04-30,44.01,Cancelled,Retentions,RET002,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002419,PET002419,CL000043,2026-04-30,99.71,Cancelled,Customer Service,CS008,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002420,PET002420,CL000135,2026-04-30,16.88,Cancelled,Complaints,CMP003,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002421,PET002421,CL000006,2026-04-30,15.52,Cancelled,Retentions,RET022,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002422,PET002422,CL000017,2026-04-30,39.26,Void,Customer Service,CS001,DH001,Cancellation from Renewal (Void),Waiting for Information,Yes,Actioned
DH002423,PET002423,CL000078,2026-04-30,88.43,Cancelled,Retentions,RET029,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002424,PET002424,CL000034,2026-04-30,11.54,Cancelled,Customer Service,CS001,DH001,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH002425,PET002425,CL000051,2026-04-30,166.19,Void,Customer Service,CS019,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH002426,PET002426,CL000107,2026-04-30,61.06,Cancelled,Retentions,RET013,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002427,PET002427,CL000066,2026-04-30,46.4,Cancelled,Retentions,RET013,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002428,PET002428,CL000189,2026-04-30,11.11,Cancelled,Customer Service,CS010,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002429,PET002429,CL000151,2026-04-30,1.41,Cancelled,Retentions,RET020,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,No Action
DH002430,PET002430,CL000198,2026-04-30,23.2,Void,Retentions,RET008,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002431,PET002431,CL000141,2026-04-30,28.25,Void,Retentions,RET009,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Raised
DH002432,PET002432,CL000045,2026-04-30,249.23,Void,Customer Service,CS002,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002433,PET002433,CL000176,2026-04-30,17.27,Void,Customer Service,CS013,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH002434,PET002434,CL000006,2026-04-30,48.55,Cancelled,Customer Service,CS017,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002435,PET002435,CL000018,2026-04-30,92.48,Void,Retentions,RET029,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002436,PET002436,CL000094,2026-04-30,17.25,Cancelled,Customer Service,CS015,DH002,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH002437,PET002437,CL000115,2026-04-30,259.5,Void,Customer Service,CS015,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,No Action
DH002438,PET002438,CL000175,2026-04-30,9.97,Void,Claims,CLM006,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,No Action
DH002439,PET002439,CL000169,2026-04-30,133.59,Void,Retentions,RET017,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002440,PET002440,CL000019,2026-04-30,5.32,Void,Customer Service,CS020,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002441,PET002441,CL000030,2026-04-30,86.53,Cancelled,Customer Service,CS016,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002442,PET002442,CL000057,2026-04-30,37.07,Void,Claims,CLM006,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002443,PET002443,CL000102,2026-04-30,14.21,Cancelled,Retentions,RET008,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002444,PET002444,CL000002,2026-04-30,29.86,Cancelled,Customer Service,CS024,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002445,PET002445,CL000065,2026-04-30,65.49,Cancelled,Customer Service,CS019,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002446,PET002446,CL000073,2026-04-30,64.89,Void,Customer Service,CS023,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002447,PET002447,CL000132,2026-04-30,34.45,Cancelled,Customer Service,CS019,DH001,Death of Pet,Waiting for Information,No,Actioned
DH002448,PET002448,CL000081,2026-04-30,40.26,Cancelled,Customer Service,CS014,DH001,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH002449,PET002449,CL000010,2026-04-30,48.21,Cancelled,Customer Service,CS004,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002450,PET002450,CL000081,2026-04-30,82.1,Cancelled,Retentions,RET019,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002451,PET002451,CL000049,2026-04-30,33.52,Cancelled,Retentions,RET025,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002452,PET002452,CL000175,2026-04-30,65.76,Void,Customer Service,CS023,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002453,PET002453,CL000177,2026-04-30,1.83,Cancelled,Customer Service,CS010,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,Yes,Actioned
DH002454,PET002454,CL000092,2026-04-30,23.79,Cancelled,Claims,CLM003,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH002455,PET002455,CL000068,2026-04-30,258.6,Cancelled,Claims,CLM007,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002456,PET002456,CL000153,2026-04-30,6.53,Void,Customer Service,CS014,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002457,PET002457,CL000139,2026-04-30,82.81,Cancelled,Retentions,RET010,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002458,PET002458,CL000095,2026-04-30,47.58,Cancelled,Retentions,RET014,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002459,PET002459,CL000138,2026-04-30,83.61,Void,Retentions,RET021,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002460,PET002460,CL000174,2026-04-30,51.78,Cancelled,Claims,CLM007,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,No Action
DH002461,PET002461,CL000109,2026-04-30,78.14,Cancelled,Retentions,RET019,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002462,PET002462,CL000010,2026-04-30,47.54,Cancelled,Retentions,RET011,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002463,PET002463,CL000009,2026-04-30,33.97,Cancelled,Claims,CLM007,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002464,PET002464,CL000176,2026-04-30,79.41,Cancelled,Claims,CLM010,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002465,PET002465,CL000001,2026-04-30,61.22,Void,Claims,CLM001,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002466,PET002466,CL000119,2026-04-30,21.2,Cancelled,Retentions,RET018,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002467,PET002467,CL000038,2026-04-30,2.34,Void,Claims,CLM001,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002468,PET002468,CL000075,2026-04-30,38.15,Cancelled,Retentions,RET029,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002469,PET002469,CL000166,2026-04-30,43.21,Cancelled,Customer Service,CS011,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002470,PET002470,CL000141,2026-04-30,152.18,Cancelled,Customer Service,CS009,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002471,PET002471,CL000037,2026-04-30,202.79,Cancelled,Complaints,CMP002,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002472,PET002472,CL000038,2026-04-30,84.35,Cancelled,Retentions,RET004,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002473,PET002473,CL000109,2026-04-30,4.18,Void,Customer Service,CS001,DH001,Death of Pet,Agent Forgot,Yes,Raised
DH002474,PET002474,CL000148,2026-04-30,81.8,Cancelled,Retentions,RET004,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,Yes,No Action
DH002475,PET002475,CL000061,2026-04-30,234.45,Void,Claims,CLM002,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002476,PET002476,CL000113,2026-04-30,7.17,Void,Customer Service,CS022,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002477,PET002477,CL000027,2026-04-30,52.75,Cancelled,Retentions,RET008,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002478,PET002478,CL000180,2026-04-30,46.48,Void,Retentions,RET003,DH001,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH002479,PET002479,CL000028,2026-04-30,39.48,Cancelled,Retentions,RET005,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH002480,PET002480,CL000161,2026-04-30,37.31,Cancelled,Complaints,CMP002,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002481,PET002481,CL000178,2026-04-30,93.01,Cancelled,Customer Service,CS011,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002482,PET002482,CL000099,2026-04-30,84.03,Cancelled,Retentions,RET021,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002483,PET002483,CL000113,2026-04-30,47.65,Void,Claims,CLM002,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
