Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH001154,PET001154,CL000166,2025-08-31,40.15,Void,Retentions,RET002,DH002,Death of Pet,Agent Forgot,No,Actioned
DH001155,PET001155,CL000191,2025-08-31,41.95,Cancelled,Retentions,RET023,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001156,PET001156,CL000027,2025-08-31,20.2,Cancelled,Complaints,CMP002,DH002,Death of Pet,Waiting for Information,No,Actioned
DH001157,PET001157,CL000134,2025-08-31,69.65,Cancelled,Customer Service,CS023,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001158,PET001158,CL000184,2025-08-31,8.04,Cancelled,Retentions,RET003,DH002,Death of Pet,Waiting for Information,No,Actioned
DH001159,PET001159,CL000049,2025-08-31,0.8,Void,Customer Service,CS003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001160,PET001160,CL000179,2025-08-31,23.73,Cancelled,Customer Service,CS016,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH001161,PET001161,CL000066,2025-08-31,93.06,Void,Retentions,RET023,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH001162,PET001162,CL000125,2025-08-31,54.35,Void,Retentions,RET027,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001163,PET001163,CL000080,2025-08-31,38.16,Cancelled,Retentions,RET022,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH001164,PET001164,CL000018,2025-08-31,28.53,Cancelled,Retentions,RET030,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH001165,PET001165,CL000042,2025-08-31,6.21,Cancelled,Complaints,CMP001,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001166,PET001166,CL000046,2025-08-31,52.2,Cancelled,Customer Service,CS016,DH001,Cancellation Before Premium Due,Waiting for Information,No,Actioned
DH001167,PET001167,CL000043,2025-08-31,7.53,Cancelled,Customer Service,CS015,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001168,PET001168,CL000163,2025-08-31,26.75,Void,Customer Service,CS003,DH001,Death of Pet,Agent Forgot,No,Actioned
DH001169,PET001169,CL000063,2025-08-31,275.11,Void,Customer Service,CS022,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH001170,PET001170,CL000169,2025-08-31,26.54,Void,Retentions,RET005,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH001171,PET001171,CL000029,2025-08-31,20.64,Void,Claims,CLM006,DH001,Cancellation from Renewal (Void),Waiting for Information,Yes,Actioned
DH001172,PET001172,CL000123,2025-08-31,16.9,Cancelled,Customer Service,CS003,DH001,Cancellation Before Premium Due,Waiting for Information,Yes,No Action
